name,url,varietal,origin,rating_dict,avg_rating,rating_count,price_dollars,price_cents,page,red,white,sparking,collectible,giftable,green,screwcap,boutique
Stags' Leap Winery Petite Sirah 2016,/product/stags-leap-winery-petite-sirah-2016/518317,Petite Sirah,"Napa Valley, California","{'JS': '94', 'RP': '90'}",4.8,6,44,99,6,1,0,0,0,0,0,0,0
Numanthia Toro 2014,/product/numanthia-toro-2014/379957,Tempranillo,"Toro, Spain","{'JS': '96', 'WS': '93'}",4.1,6,72,99,6,1,0,0,0,0,0,0,0
Concha y Toro Marques de Casa Concha Cabernet Sauvignon 2016,/product/concha-y-toro-marques-de-casa-concha-cabernet-sauvignon-2016/174484,Cabernet Sauvignon,"Maipo Valley, Chile","{'JS': '93', 'TA': '90'}",4.0,5,24,99,6,1,0,0,0,0,0,0,0
CVNE Monopole Clasico 2015,/product/cvne-monopole-clasico-2015/365239,Other White Wine,"Rioja, Spain","{'TA': '94', 'RP': '92'}",4.4,7,29,99,6,0,1,0,0,0,0,0,0
La Rioja Alta Gran Reserva 904 Tinto 2009,/product/la-rioja-alta-gran-reserva-904-tinto-2009/423151,Tempranillo,"Rioja, Spain","{'JS': '97', 'TA': '96', 'RP': '95', 'W&S': '95', 'WS': '92'}",4.3,53,64,99,6,1,0,0,0,0,0,0,0
Kendall-Jackson Jackson Estate Anderson Valley Pinot Noir 2016,/product/kendall-jackson-jackson-estate-anderson-valley-pinot-noir-2016/504853,Pinot Noir,"Anderson Valley, Mendocino, California","{'WE': '92', 'JD': '92'}",4.2,5,38,"
    ",6,1,0,0,0,0,0,0,0
J. Lohr Falcon's Perch Pinot Noir 2017,/product/j-lohr-falcons-perch-pinot-noir-2017/511179,Pinot Noir,"Monterey, Central Coast, California",{'WE': '91'},4.4,8,16,99,6,1,0,0,0,0,1,0,0
Chateau Labegorce 2015,/product/chateau-labegorce-2015/153208,Bordeaux Red Blends,"Margaux, Bordeaux, France","{'WE': '95', 'JS': '94', 'JD': '94', 'RP': '93', 'D': '90'}",4.3,31,49,99,6,1,0,0,0,0,0,0,0
Chateau Trinquevedel Tavel Rose 2017,/product/chateau-trinquevedel-tavel-rose-2017/430889,Rosé,"Tavel, Rhone, France",{'WE': '90'},4.3,13,19,99,6,0,0,0,0,0,0,0,0
Chateau Labegorce 2016,/product/chateau-labegorce-2016/202388,Bordeaux Red Blends,"Margaux, Bordeaux, France","{'JS': '95', 'WE': '94', 'JD': '94', 'RP': '93', 'D': '93', 'WS': '90'}",4.0,5,49,99,6,1,0,0,0,0,0,0,0
Alphonse Mellot La Moussiere Sancerre Blanc 2017,/product/alphonse-mellot-la-moussiere-sancerre-blanc-2017/493862,Sauvignon Blanc,"Sancerre, Loire, France",{'WE': '93'},4.6,5,34,99,6,0,1,0,0,0,1,0,0
Chateau Fleur Cardinale 2014,/product/chateau-fleur-cardinale-2014/142739,Bordeaux Red Blends,"St. Emilion, Bordeaux, France","{'JS': '94', 'WS': '92', 'RP': '90'}",4.2,5,46,99,6,1,0,0,0,0,0,0,0
Simi Landslide Vineyard Cabernet Sauvignon 2014,/product/simi-landslide-vineyard-cabernet-sauvignon-2014/348589,Cabernet Sauvignon,"Alexander Valley, Sonoma County, California","{'TP': '94', 'D': '90'}",4.0,15,45,"
    ",6,1,0,0,0,0,0,0,0
St. Francis Reserve Cabernet Sauvignon 2015,/product/st-francis-reserve-cabernet-sauvignon-2015/421498,Cabernet Sauvignon,"Alexander Valley, Sonoma County, California","{'JD': '94', 'W&S': '92', 'RP': '90'}",4.2,7,52,"
    ",7,1,0,0,0,0,1,0,0
Chateau Figeac 2016,/product/chateau-figeac-2016/202343,Bordeaux Red Blends,"St. Emilion, Bordeaux, France","{'V': '100', 'WE': '99', 'D': '98', 'JD': '98', 'RP': '97', 'JS': '96', 'WS': '96'}",4.4,6,249,99,7,1,0,0,1,0,0,0,0
Domaine de la Solitude Cotes Du Rhone Red 2016,/product/domaine-de-la-solitude-cotes-du-rhone-red-2016/430208,Rhone Red Blends,"Cotes du Rhone, Rhone, France","{'JD': '91', 'WW': '90'}",4.1,8,15,99,7,1,0,0,0,0,0,0,0
Bodegas Muga Flor de Muga Rose 2017,/product/bodegas-muga-flor-de-muga-rose-2017/512864,Rosé,"Rioja, Spain","{'JS': '94', 'WW': '93', 'RP': '91', 'WS': '90'}",4.6,6,29,99,7,0,0,0,0,0,0,0,0
Schug Carneros Pinot Noir 2016,/product/schug-carneros-pinot-noir-2016/358650,Pinot Noir,"Carneros, California","{'JS': '92', 'WW': '91'}",4.2,11,29,99,7,1,0,0,0,0,0,0,0
Gruet Brut Rose,/product/gruet-brut-rose/102582,Rosé Sparkling Wine,"New Mexico, Other U.S.","{'TP': '90', 'WW': '89'}",4.2,42,19,"
    ",7,0,0,1,0,0,0,0,0
Limerick Lane Russian River Zinfandel 2016,/product/limerick-lane-russian-river-zinfandel-2016/506523,Zinfandel,"Russian River, Sonoma County, California","{'JD': '95', 'V': '95', 'WS': '93', 'WW': '93', 'RP': '92'}",4.0,9,39,99,7,1,0,0,0,0,0,0,0
Beckmen Purisima Mountain Vineyard Syrah 2016,/product/beckmen-purisima-mountain-vineyard-syrah-2016/433446,Syrah/Shiraz,"Santa Ynez Valley, Santa Barbara, Central Coast, California",{'V': '93'},4.4,5,32,"
    ",7,1,0,0,0,0,1,0,0
McManis Family Vineyards Petite Sirah 2017,/product/mcmanis-family-vineyards-petite-sirah-2017/516032,Petite Sirah,California,{'TP': '92'},4.2,12,13,"
    ",7,1,0,0,0,0,1,0,0
Trimbach Gewurztraminer 2015,/product/trimbach-gewurztraminer-2015/293816,Gewurztraminer,"Alsace, France","{'WE': '92', 'JS': '92'}",4.0,11,24,99,7,0,1,0,0,0,0,0,0
Booker Vineyard My Favorite Neighbor 2016,/product/booker-vineyard-my-favorite-neighbor-2016/434874,Other Red Blends,"Paso Robles, Central Coast, California","{'JD': '97', 'RP': '96', 'JS': '92'}",4.5,14,79,99,7,1,0,0,1,0,0,0,1
Chateau Fonplegade 2015,/product/chateau-fonplegade-2015/157795,Bordeaux Red Blends,"St. Emilion, Bordeaux, France","{'JS': '95', 'V': '94', 'JD': '94', 'RP': '92', 'WS': '92'}",4.1,39,47,99,7,1,0,0,0,0,0,0,0
Gehricke Zinfandel 2016,/product/gehricke-zinfandel-2016/513798,Zinfandel,"Russian River, Sonoma County, California","{'TP': '92', 'WS': '90'}",4.0,11,29,99,7,1,0,0,0,0,0,0,0
Chappellet Signature Cabernet Sauvignon 2016,/product/chappellet-signature-cabernet-sauvignon-2016/512789,Cabernet Sauvignon,"Napa Valley, California","{'RP': '96', 'WW': '94'}",4.5,38,69,99,7,1,0,0,0,0,0,0,0
Finca Decero The Owl and The Dust Devil 2015,/product/finca-decero-the-owl-and-the-dust-devil-2015/353581,Bordeaux Red Blends,"Mendoza, Argentina","{'WW': '92', 'JD': '92', 'JS': '91', 'RP': '91', 'WE': '90'}",4.3,18,33,"
    ",7,1,0,0,0,0,0,0,0
J. Lassalle Premier Cru Brut Rose,/product/j-lassalle-premier-cru-brut-rose/13694,Rosé Sparkling Wine,"Champagne, France","{'W&S': '95', 'RP': '93'}",4.2,5,72,99,7,0,0,1,0,0,0,0,0
Chateau Pontet-Canet 2009,/product/chateau-pontet-canet-2009/111775,Bordeaux Red Blends,"Pauillac, Bordeaux, France","{'WE': '100', 'JD': '100', 'RP': '100', 'JS': '98', 'WS': '96', 'D': '95'}",4.6,41,279,99,7,1,0,0,1,0,0,0,0
Amalaya Malbec 2017,/product/amalaya-malbec-2017/488926,Malbec,"Salta, Argentina","{'TA': '91', 'D': '90', 'JS': '90'}",4.0,14,14,99,7,1,0,0,0,0,0,0,0
Gruet Blanc de Blancs,/product/gruet-blanc-de-blancs/58915,Non-Vintage Sparkling Wine,"New Mexico, Other U.S.","{'WW': '90', 'TP': '90'}",4.4,6,19,99,7,0,0,1,0,0,0,0,0
Bollinger Brut Special Cuvee,/product/bollinger-brut-special-cuvee/513,Non-Vintage Sparkling Wine,"Champagne, France","{'WW': '94', 'WS': '93', 'JD': '93', 'JS': '92', 'WE': '92', 'RP': '92', 'W&S': '91'}",4.2,160,79,"
    ",7,0,0,1,0,0,1,0,0
Chateau LaTour-Martillac Blanc 2014,/product/chateau-latour-martillac-blanc-2014/168287,Bordeaux White Blends,"Pessac-Leognan, Bordeaux, France","{'WE': '95', 'WW': '94', 'RP': '93', 'JS': '93', 'WS': '91'}",4.2,22,46,99,7,0,1,0,1,0,0,0,0
Chateau Lagrange 2014,/product/chateau-lagrange-2014/142741,Bordeaux Red Blends,"St-Julien, Bordeaux, France","{'WE': '94', 'V': '93', 'JS': '93', 'RP': '92', 'D': '90'}",4.5,5,53,99,7,1,0,0,1,0,0,0,0
Chateau Rieussec Sauternes 2011,/product/chateau-rieussec-sauternes-2011/129163,Other Dessert,"Sauternes, Bordeaux, France","{'JS': '97', 'WS': '96', 'WE': '95', 'RP': '95', 'WW': '95'}",4.4,18,90,"
    ",7,0,0,0,1,0,0,0,0
Vina Robles Estate Cabernet Sauvignon 2016,/product/vina-robles-estate-cabernet-sauvignon-2016/509362,Cabernet Sauvignon,"Paso Robles, Central Coast, California","{'WE': '92', 'TP': '91', 'WW': '90'}",4.2,40,26,"
    ",7,1,0,0,0,0,0,0,0
Tenuta di Arceno Chianti Classico 2015,/product/tenuta-di-arceno-chianti-classico-2015/506136,Sangiovese,"Chianti Classico, Chianti, Tuscany, Italy",{'JS': '92'},4.1,18,19,99,8,1,0,0,0,0,0,0,0
Catena Alta Malbec 2014,/product/catena-alta-malbec-2014/259630,Malbec,"Mendoza, Argentina","{'JS': '95', 'RP': '93', 'D': '90'}",4.2,56,60,"
    ",8,1,0,0,0,0,0,0,0
Henri Bourgeois Sancerre La Cote des Monts Damnes 2017,/product/henri-bourgeois-sancerre-la-cote-des-monts-damnes-2017/507916,Sauvignon Blanc,"Sancerre, Loire, France","{'WS': '93', 'D': '91'}",4.6,13,33,99,8,0,1,0,0,0,1,0,0
CVNE Gran Reserva 2010,/product/cvne-gran-reserva-2010/157511,Tempranillo,"Rioja, Spain","{'WS': '94', 'WE': '92', 'RP': '91'}",4.1,87,32,99,8,1,0,0,0,0,0,0,0
Ancient Peaks Paso Robles Merlot 2016,/product/ancient-peaks-paso-robles-merlot-2016/417041,Merlot,"Santa Margarita Ranch, Paso Robles, Central Coast, California","{'WW': '91', 'RP': '90'}",4.1,25,19,99,8,1,0,0,0,0,1,0,0
Roserock by Drouhin Oregon Eola-Amity Hills Pinot Noir 2015,/product/roserock-by-drouhin-oregon-eola-amity-hills-pinot-noir-2015/360856,Pinot Noir,"Eola-Amity Hills, Willamette Valley, Oregon","{'JS': '94', 'TP': '93', 'RP': '92', 'WS': '90'}",4.3,57,35,99,8,1,0,0,0,0,0,0,0
Chateau Francs Magnus Bordeaux Superieur 2016,/product/chateau-francs-magnus-bordeaux-superieur-2016/202348,Bordeaux Red Blends,"Bordeaux, France",{'JS': '92'},4.0,5,12,99,8,1,0,0,0,0,0,0,0
Domaine le Couroulu Vacqueyras Vieilles Vignes 2013,/product/domaine-le-couroulu-vacqueyras-vieilles-vignes-2013/164651,Rhone Red Blends,"Vacqueyras, Rhone, France",{'RP': '92'},4.1,8,26,99,8,1,0,0,0,0,0,0,0
Lincourt Rancho Santa Rosa Chardonnay 2015,/product/lincourt-rancho-santa-rosa-chardonnay-2015/259502,Chardonnay,"Sta. Rita Hills, Santa Barbara, Central Coast, California",{'WW': '92'},4.5,5,19,99,8,0,1,0,0,0,1,0,1
Chateau Ducru-Beaucaillou 2010,/product/chateau-ducru-beaucaillou-2010/110515,Bordeaux Red Blends,"St-Julien, Bordeaux, France","{'JS': '100', 'RP': '98', 'JD': '98', 'WS': '97', 'WE': '96'}",4.5,14,299,99,8,1,0,0,1,0,0,0,0
Gerovassiliou Malagousia 2016,/product/gerovassiliou-malagousia-2016/430657,Other White Wine,"Macedonia, Greece","{'W&S': '94', 'WS': '91', 'RP': '90'}",4.3,15,28,99,8,0,1,0,0,0,0,0,0
Torres Celeste Crianza 2015,/product/torres-celeste-crianza-2015/434920,Tempranillo,"Ribera del Duero, Spain",{'JS': '92'},4.2,11,19,99,8,1,0,0,0,0,0,0,0
Chateau LaTour-Martillac 2016,/product/chateau-latour-martillac-2016/202415,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France","{'JS': '94', 'WE': '93', 'RP': '93', 'D': '92', 'JD': '91', 'WS': '90'}",4.0,5,44,99,8,1,0,0,0,0,0,0,0
Antinori Castello della Sala Cervaro 2016,/product/antinori-castello-della-sala-cervaro-2016/490980,Chardonnay,"Umbria, Italy","{'JS': '97', 'RP': '95', 'W&S': '93'}",4.5,22,49,99,8,0,1,0,0,0,0,0,0
Chateau Lagrange 2016,/product/chateau-lagrange-2016/202394,Bordeaux Red Blends,"St-Julien, Bordeaux, France","{'JS': '95', 'RP': '95', 'D': '95', 'WW': '95', 'WS': '94', 'JD': '94', 'WE': '91'}",4.7,6,59,99,8,1,0,0,1,0,0,0,0
Hall Ellie's Cabernet Sauvignon 2014,/product/hall-ellies-cabernet-sauvignon-2014/391483,Cabernet Sauvignon,"Napa Valley, California","{'WW': '96', 'WE': '95', 'WS': '93'}",4.5,28,80,"
    ",8,1,0,0,0,0,0,0,0
Gruet Sauvage Blanc de Blancs,/product/gruet-sauvage-blanc-de-blancs/138340,Non-Vintage Sparkling Wine,"New Mexico, Other U.S.",{'TP': '90'},4.4,19,21,99,8,0,0,1,0,0,0,0,0
Yealands Peter Yealands Sauvignon Blanc 2018,/product/yealands-peter-yealands-sauvignon-blanc-2018/513425,Sauvignon Blanc,"Marlborough, New Zealand","{'TP': '92', 'D': '90'}",4.2,10,13,99,8,0,1,0,0,0,1,1,0
Peter Lehmann The Barossan Shiraz 2015,/product/peter-lehmann-the-barossan-shiraz-2015/422081,Syrah/Shiraz,"Barossa, Australia","{'WS': '92', 'JS': '90'}",4.1,44,19,99,8,1,0,0,0,0,0,1,0
Paul Autard Cote Ronde Chateauneuf-du-Pape 2015,/product/paul-autard-cote-ronde-chateauneuf-du-pape-2015/238471,Rhone Red Blends,"Chateauneuf-du-Pape, Rhone, France","{'RP': '95', 'WS': '93'}",4.4,19,85,"
    ",8,1,0,0,0,0,0,0,1
Chateau Gazin 2015,/product/chateau-gazin-2015/157709,Bordeaux Red Blends,"Pomerol, Bordeaux, France","{'JS': '97', 'RP': '93', 'WS': '93', 'D': '92', 'WE': '92'}",4.1,9,89,99,8,1,0,0,1,0,0,0,0
Chateau Guiraud G Bordeaux Blanc 2016,/product/chateau-guiraud-g-bordeaux-blanc-2016/508280,Bordeaux White Blends,"Bordeaux, France","{'WS': '92', 'JS': '92'}",4.4,9,19,99,8,0,1,0,0,0,1,0,0
Kim Crawford Sauvignon Blanc 2018,/product/kim-crawford-sauvignon-blanc-2018/516920,Sauvignon Blanc,"Marlborough, New Zealand","{'TP': '92', 'WS': '90'}",4.4,51,18,"
    ",8,0,1,0,0,0,0,1,0
Charles Heidsieck Brut Reserve,/product/charles-heidsieck-brut-reserve/73545,Non-Vintage Sparkling Wine,"Champagne, France","{'TP': '95', 'WW': '94', 'WS': '93', 'WE': '92', 'W&S': '90'}",4.1,29,61,99,8,0,0,1,0,0,0,0,0
Poggio San Polo Rubio 2015,/product/poggio-san-polo-rubio-2015/490560,Sangiovese,"Tuscany, Italy",{'JS': '92'},4.3,5,15,99,8,1,0,0,0,0,0,0,0
Bedrock Wine Company The Bedrock Heritage 2017,/product/bedrock-wine-company-the-bedrock-heritage-2017/512840,Other Red Blends,"Sonoma Valley, Sonoma County, California","{'WS': '95', 'V': '94', 'WW': '93'}",4.5,7,52,99,9,1,0,0,1,0,1,0,1
Domaine du Vieux Lazaret Chateauneuf-du-Pape 2015,/product/domaine-du-vieux-lazaret-chateauneuf-du-pape-2015/394920,Rhone Red Blends,"Chateauneuf-du-Pape, Rhone, France","{'WS': '92', 'WE': '92', 'W&S': '92'}",4.6,21,40,"
    ",9,1,0,0,0,0,0,0,0
Cleto Chiarli Lambrusco Grasparossa di Castelvetro Amabile,/product/cleto-chiarli-lambrusco-grasparossa-di-castelvetro-amabile/134103,Lambrusco,"Emilia-Romagna, Italy",{'JS': '91'},4.3,84,14,99,9,1,0,0,0,0,0,0,0
Charles Heidsieck Brut Reserve,/product/charles-heidsieck-brut-reserve/120428,Non-Vintage Sparkling Wine,"Champagne, France","{'TP': '95', 'WW': '94', 'WS': '93', 'WE': '92', 'W&S': '90'}",4.4,21,69,99,9,0,0,1,0,0,0,0,0
La Crema Sonoma Coast Pinot Noir 2016,/product/la-crema-sonoma-coast-pinot-noir-2016/358649,Pinot Noir,"Sonoma Coast, Sonoma County, California",{'WS': '90'},4.3,73,25,"
    ",9,1,0,0,0,0,0,0,0
Chandon California Blanc de Noirs,/product/chandon-california-blanc-de-noirs/511,Non-Vintage Sparkling Wine,"Carneros, California","{'WW': '92', 'WE': '90'}",4.1,32,22,"
    ",9,0,0,1,0,0,0,0,0
Vigilance Sauvignon Blanc 2018,/product/vigilance-sauvignon-blanc-2018/517016,Sauvignon Blanc,"Red Hills, Lake County, North Coast, California",{'WE': '91'},4.2,6,25,"
    ",9,0,1,0,0,0,1,0,0
Santa Cristina by Antinori Chianti Superiore 2016,/product/santa-cristina-by-antinori-chianti-superiore-2016/429191,Sangiovese,"Chianti, Tuscany, Italy",{'WS': '90'},4.4,7,16,"
    ",9,1,0,0,0,0,0,0,0
Mathilde Chapoutier Cotes de Provence Rose 2017,/product/mathilde-chapoutier-cotes-de-provence-rose-2017/423196,Rosé,"Cotes de Provence, Provence, France",{'JD': '90'},4.1,31,20,"
    ",9,0,0,0,0,0,0,0,0
Clos de l'Oratoire 2015,/product/clos-de-loratoire-2015/158570,Bordeaux Red Blends,"St. Emilion, Bordeaux, France","{'JS': '95', 'WS': '94', 'JD': '94', 'RP': '93'}",4.1,8,49,99,9,1,0,0,0,0,0,0,0
Ancient Peaks Paso Robles Renegade 2016,/product/ancient-peaks-paso-robles-renegade-2016/434683,Other Red Blends,"Santa Margarita Ranch, Paso Robles, Central Coast, California","{'WW': '91', 'WE': '91'}",4.2,39,26,"
    ",9,1,0,0,0,0,1,0,0
Vina Alicia Las Compuertas Malbec 2011,/product/vina-alicia-las-compuertas-malbec-2011/156484,Malbec,"Mendoza, Argentina",{'JS': '92'},4.2,5,33,99,9,1,0,0,0,0,0,0,0
McManis Family Vineyards Pinot Noir 2017,/product/mcmanis-family-vineyards-pinot-noir-2017/516265,Pinot Noir,California,{'TP': '92'},4.0,26,13,"
    ",9,1,0,0,0,0,1,1,0
Whitehaven Sauvignon Blanc 2018,/product/whitehaven-sauvignon-blanc-2018/517290,Sauvignon Blanc,"Marlborough, New Zealand","{'D': '92', 'WW': '90'}",4.5,19,19,99,9,0,1,0,0,0,0,1,0
Laurent-Perrier Grand Siecle,/product/laurent-perrier-grand-siecle/8003,Non-Vintage Sparkling Wine,"Champagne, France","{'WE': '97', 'TP': '95', 'WS': '93', 'D': '93', 'W&S': '93'}",4.5,43,150,"
    ",9,0,0,1,1,0,0,0,0
Chateau d'Aiguilhe 2015,/product/chateau-daiguilhe-2015/158572,Bordeaux Red Blends,"Cotes de Castillon, Bordeaux, France","{'WS': '92', 'WE': '92', 'JD': '92', 'D': '91'}",4.1,8,29,99,9,1,0,0,0,0,0,0,0
Carmel Road Monterey Pinot Noir 2016,/product/carmel-road-monterey-pinot-noir-2016/430980,Pinot Noir,"Monterey, Central Coast, California",{'WE': '91'},4.1,9,25,"
    ",9,1,0,0,0,0,1,1,0
Joseph Drouhin St. Veran 2017,/product/joseph-drouhin-st-veran-2017/498171,Chardonnay,"St-Veran, Maconnais, Burgundy, France",{'JS': '90'},4.4,10,19,99,9,0,1,0,0,0,1,1,0
Castello di Bossi Chianti Classico 2015,/product/castello-di-bossi-chianti-classico-2015/414488,Sangiovese,"Chianti Classico, Chianti, Tuscany, Italy",{'JS': '93'},4.1,9,21,99,9,1,0,0,0,0,0,0,0
Domaine de la Taille Aux Loups Triple Zero,/product/domaine-de-la-taille-aux-loups-triple-zero/144067,Non-Vintage Sparkling Wine,"Loire, France",{'W&S': '92'},4.4,7,32,99,9,0,0,1,0,0,1,0,0
Jonata Todos Proprietary Red Wine 2014,/product/jonata-todos-proprietary-red-wine-2014/446612,Other Red Blends,"Santa Ynez Valley, Santa Barbara, Central Coast, California","{'RP': '94', 'JD': '93'}",4.2,6,55,99,9,1,0,0,0,0,0,0,0
Sean Minor Sonoma Coast Pinot Noir 2016,/product/sean-minor-sonoma-coast-pinot-noir-2016/506945,Pinot Noir,"Sonoma Coast, Sonoma County, California",{'WE': '91'},4.1,7,22,"
    ",9,1,0,0,0,0,0,0,0
Sea Slopes by Fort Ross Winery Pinot Noir 2016,/product/sea-slopes-by-fort-ross-winery-pinot-noir-2016/397577,Pinot Noir,"Sonoma Coast, Sonoma County, California","{'WE': '92', 'JS': '92', 'JD': '91', 'RP': '90'}",4.3,18,35,"
    ",9,1,0,0,0,0,0,0,1
Chateau Brown Blanc 2015,/product/chateau-brown-blanc-2015/158581,Bordeaux White Blends,"Pessac-Leognan, Bordeaux, France","{'RP': '93', 'JS': '93', 'WS': '92', 'D': '90'}",4.4,10,34,99,9,0,1,0,0,0,0,0,0
R. Lopez de Heredia Rioja Vina Tondonia Reserva 2006,/product/r-lopez-de-heredia-rioja-vina-tondonia-reserva-2006/509691,Tempranillo,"Rioja, Spain","{'RP': '95', 'JS': '94', 'WS': '92', 'W&S': '90'}",4.3,35,50,"
    ",9,1,0,0,0,0,0,0,0
La Braccesca Vino Nobile di Montepulciano 2015,/product/la-braccesca-vino-nobile-di-montepulciano-2015/427778,Sangiovese,"Montepulciano, Tuscany, Italy","{'WS': '92', 'WE': '91', 'JS': '91', 'RP': '90', 'D': '90'}",4.0,52,26,99,10,1,0,0,0,0,0,0,0
Domaine des Baumard Savennieres 2016,/product/domaine-des-baumard-savennieres-2016/384434,Chenin Blanc,"Anjou, Loire, France",{'WS': '93'},4.1,16,38,"
    ",10,0,1,0,0,0,0,0,0
Hall Kathryn Hall Cabernet Sauvignon 2015,/product/hall-kathryn-hall-cabernet-sauvignon-2015/417484,Cabernet Sauvignon,"Napa Valley, California","{'WW': '100', 'JD': '99', 'RP': '95'}",4.3,56,185,"
    ",10,1,0,0,1,0,1,0,0
Penfolds RWT Shiraz 2016,/product/penfolds-rwt-shiraz-2016/514593,Syrah/Shiraz,"Barossa Valley, Barossa, Australia","{'JD': '99', 'RP': '97', 'JS': '96', 'WS': '94'}",4.8,5,165,99,10,1,0,0,1,0,0,0,0
Lucien Albrecht Reserve Riesling 2016,/product/lucien-albrecht-reserve-riesling-2016/277516,Riesling,"Alsace, France",{'WW': '90'},4.0,5,18,99,10,0,1,0,0,0,0,1,0
Mirabeau Cotes de Provence Rose 2017,/product/mirabeau-cotes-de-provence-rose-2017/422103,Rosé,"Cotes de Provence, Provence, France",{'JS': '91'},4.0,17,17,99,10,0,0,0,0,0,0,1,0
Matetic EQ Coastal Sauvignon Blanc 2017,/product/matetic-eq-coastal-sauvignon-blanc-2017/390761,Sauvignon Blanc,"Casablanca Valley, Chile",{'TA': '91'},4.0,6,20,"
    ",10,0,1,0,0,0,1,1,0
Pio Cesare Barolo Ornato 2012,/product/pio-cesare-barolo-ornato-2012/166659,Nebbiolo,"Barolo, Piedmont, Italy","{'JS': '98', 'RP': '92', 'WS': '92'}",4.1,7,124,99,10,1,0,0,1,0,0,0,1
Folie a Deux Merlot 2013,/product/folie-a-deux-merlot-2013/156286,Merlot,"Alexander Valley, Sonoma County, California",{'WE': '90'},4.1,9,19,99,10,1,0,0,0,0,0,0,0
Aix Rose 2018,/product/aix-rose-2018/522369,Rosé,"Coteaux d'Aix-en-Provence, Provence, France",{'WE': '90'},4.2,8,21,99,10,0,0,0,0,0,0,0,0
Schug Sonoma Coast Pinot Noir 2017,/product/schug-sonoma-coast-pinot-noir-2017/520961,Pinot Noir,"Sonoma Coast, Sonoma County, California",{'JS': '91'},4.2,5,30,"
    ",10,1,0,0,0,0,0,0,0
Chateau Smith Haut Lafitte 2012,/product/chateau-smith-haut-lafitte-2012/139308,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France","{'WW': '96', 'JS': '95', 'RP': '95', 'WE': '94', 'WS': '94'}",4.5,24,99,99,10,1,0,0,1,0,0,0,0
Tommasi Ripasso Valpolicella 2015,/product/tommasi-ripasso-valpolicella-2015/414599,Other Red Blends,"Valpolicella, Veneto, Italy",{'JS': '92'},4.3,29,25,"
    ",10,1,0,0,0,0,0,0,0
Three Sticks PFV Estate Pinot Noir 2015,/product/three-sticks-pfv-estate-pinot-noir-2015/353723,Pinot Noir,"Sonoma Coast, Sonoma County, California","{'CG': '95', 'TP': '93', 'RP': '92'}",4.5,7,65,"
    ",10,1,0,0,0,0,0,0,1
Rodney Strong Alexander Valley Estate Cabernet Sauvignon 2015,/product/rodney-strong-alexander-valley-estate-cabernet-sauvignon-2015/511092,Cabernet Sauvignon,"Alexander Valley, Sonoma County, California",{'WW': '91'},4.4,7,26,99,10,1,0,0,0,0,1,0,0
Santadi Cannonau di Sardegna Noras 2015,/product/santadi-cannonau-di-sardegna-noras-2015/506303,Grenache,"Sardinia, Italy","{'JS': '92', 'WW': '91', 'WS': '90'}",4.3,7,22,99,10,1,0,0,0,0,0,0,0
J. Lohr Tower Road Petite Sirah 2015,/product/j-lohr-tower-road-petite-sirah-2015/506304,Petite Sirah,"Paso Robles, Central Coast, California",{'WE': '92'},4.2,10,35,"
    ",10,1,0,0,0,0,1,0,0
Saintsbury Carneros Pinot Noir 2015,/product/saintsbury-carneros-pinot-noir-2015/392304,Pinot Noir,"Carneros, California","{'JS': '92', 'WE': '91'}",4.4,11,34,99,10,1,0,0,0,0,0,0,0
Siduri Santa Barbara Pinot Noir 2017,/product/siduri-santa-barbara-pinot-noir-2017/513220,Pinot Noir,"Santa Barbara, Central Coast, California","{'WE': '93', 'WW': '90'}",4.1,5,32,99,10,1,0,0,0,0,0,1,0
L'Aventure Optimus 2016,/product/laventure-optimus-2016/433127,Other Red Blends,"Willow Creek District, Paso Robles, Central Coast, California","{'JD': '95', 'RP': '94'}",4.5,14,59,99,10,1,0,0,0,0,1,0,0
Mt. Beautiful Riesling 2015,/product/mt-beautiful-riesling-2015/154130,Riesling,"Canterbury, New Zealand","{'TP': '94', 'WS': '90'}",4.2,13,24,99,10,0,1,0,0,0,1,1,0
Bear Flag Zinfandel 2016,/product/bear-flag-zinfandel-2016/434610,Zinfandel,"Sonoma County, California","{'WE': '92', 'WS': '91'}",4.4,6,30,"
    ",10,1,0,0,0,0,0,0,0
Oberon Merlot 2016,/product/oberon-merlot-2016/391674,Merlot,"Napa Valley, California",{'WW': '92'},4.2,43,23,"
    ",10,1,0,0,0,0,0,0,0
CADE Estate Cabernet Sauvignon Howell Mountain 2016,/product/cade-estate-cabernet-sauvignon-howell-mountain-2016/516367,Cabernet Sauvignon,"Howell Mountain, Napa Valley, California","{'JD': '97', 'RP': '96', 'JS': '93'}",4.3,7,114,99,10,1,0,0,0,0,0,0,0
