,name,url,varietal,origin,rating_dict,avg_rating,rating_count,page,red,white,sparking,collectible,giftable,green,screwcap,boutique,price,price_bins,description
2507,Cave de Lugny Macon Villages La Cote Blanche 2015,/product/cave-de-lugny-macon-villages-la-cote-blanche-2015/187270,Chardonnay,France,{},0.0,0,564,0,1,0,0,0,0,0,0.0,14.99,<20,
2507,Feudi del Pisciotto Terre Siciliane Merlot 2013,/product/feudi-del-pisciotto-terre-siciliane-merlot-2013/158662,Merlot,Italy,{},0.0,0,564,1,0,0,0,0,0,0,1.0,28.99,20-50,
2507,Bethel Heights Casteel Chardonnay 2015,/product/bethel-heights-casteel-chardonnay-2015/500615,Chardonnay,Oregon,{},0.0,0,564,0,1,0,0,0,1,0,1.0,79.99,50-100,
2507,Bouchard Aine & Fils Puligny-Montrachet 2013,/product/bouchard-aine-and-fils-puligny-montrachet-2013/147555,Chardonnay,France,{},0.0,0,564,0,1,0,0,0,0,0,0.0,51.99,50-100,
2507,Martin Sarmiento Cuatro Pasos Mencia 2013,/product/martin-sarmiento-cuatro-pasos-mencia-2013/209527,Mencia,Spain,{},0.0,0,564,1,0,0,0,0,0,0,0.0,14.99,<20,
2507,Santa Ema Reserve Chardonnay 2017,/product/santa-ema-reserve-chardonnay-2017/527752,Chardonnay,Chile,{},0.0,0,564,0,1,0,0,0,0,0,0.0,19.99,<20,
2507,Dashwood Sauvignon Blanc 2017,/product/dashwood-sauvignon-blanc-2017/421496,Sauvignon Blanc,New Zealand,{},0.0,0,564,0,1,0,0,0,0,1,0.0,14.99,<20,
2507,Sanctuary Bien Nacido Vineyard Pinot Noir 2015,/product/sanctuary-bien-nacido-vineyard-pinot-noir-2015/522254,Pinot Noir,California,{},0.0,0,565,1,0,0,0,0,0,0,0.0,38.99,20-50,
2507,Pierre Sparr Riesling 2013,/product/pierre-sparr-riesling-2013/135371,Riesling,France,{},0.0,0,565,0,1,0,0,0,0,0,0.0,17.99,<20,
2507,Copain Les Voisins Pinot Noir 2016,/product/copain-les-voisins-pinot-noir-2016/494808,Pinot Noir,California,{},0.0,0,565,1,0,0,0,0,0,0,0.0,39.99,20-50,
2507,Spring Valley Frederick Estate Red 2011,/product/spring-valley-frederick-estate-red-2011/132491,Bordeaux Red Blends,Washington,{},0.0,0,565,1,0,0,0,0,0,0,0.0,50.0,20-50,
2507,Ponzi Arneis 2015,/product/ponzi-arneis-2015/524006,Arneis,Oregon,{},0.0,0,565,0,1,0,0,0,1,1,0.0,29.99,20-50,
2507,Perticaia Trebbiano Spoletino 2017,/product/perticaia-trebbiano-spoletino-2017/520271,Trebbiano,Italy,{},0.0,0,565,0,1,0,0,0,0,0,0.0,19.99,<20,
2507,Valley of the Moon Pinot Noir 2017,/product/valley-of-the-moon-pinot-noir-2017/514218,Pinot Noir,California,{},0.0,0,565,1,0,0,0,0,0,0,0.0,20.99,20-50,
2507,Gaia Monograph Assyrtiko 2018,/product/gaia-monograph-assyrtiko-2018/529851,Assyrtiko,Greece,{},0.0,0,565,0,1,0,0,0,0,1,0.0,19.99,<20,
2507,Peter Lehmann Clancy's 2015,/product/peter-lehmann-clancys-2015/518388,Other Red Blends,Australia,{},0.0,0,565,1,0,0,0,0,0,1,0.0,13.99,<20,
2507,Scar of the Sea Bien Nacido Vineyard Block Q Pinot Noir 2016,/product/scar-of-the-sea-bien-nacido-vineyard-block-q-pinot-noir-2016/410942,Pinot Noir,California,{},0.0,0,565,1,0,0,0,0,0,0,0.0,59.99,50-100,
2507,Schug Estate Grown Chardonnay 2015,/product/schug-estate-grown-chardonnay-2015/417048,Chardonnay,California,{},0.0,0,565,0,1,0,0,0,0,0,0.0,46.99,20-50,
2507,Vina Ventisquero Grey Single Block Vineyard Cabernet Sauvignon 2012,/product/vina-ventisquero-grey-single-block-vineyard-cabernet-sauvignon-2012/141747,Cabernet Sauvignon,Chile,{},0.0,0,565,1,0,0,0,0,0,0,0.0,26.99,20-50,
2507,Recanati Yasmin White Blend 2018,/product/recanati-yasmin-white-blend-2018/519177,Other White Blends,Israel,{},0.0,0,565,0,1,0,0,0,0,0,0.0,15.99,<20,
2507,Tedeschi Valpolicella Lucchine 2017,/product/tedeschi-valpolicella-lucchine-2017/518794,Other Red Blends,Italy,{},0.0,0,565,1,0,0,0,0,0,0,0.0,15.99,<20,
2507,Damilano Barbera d'Alba LaBlu 2014,/product/damilano-barbera-dalba-lablu-2014/326334,Barbera,Italy,{},0.0,0,566,1,0,0,0,0,0,0,0.0,29.99,20-50,
2507,Niner Edna Valley Sauvignon Blanc 2018,/product/niner-edna-valley-sauvignon-blanc-2018/523688,Sauvignon Blanc,California,{},0.0,0,566,0,1,0,0,0,1,1,0.0,19.99,<20,
2507,Delas Les Launes Crozes Hermitage Rouge 2017,/product/delas-les-launes-crozes-hermitage-rouge-2017/527067,Syrah/Shiraz,France,{},0.0,0,566,1,0,0,0,0,0,0,0.0,19.99,<20,
2507,Finca Villacreces Pruno 2017,/product/finca-villacreces-pruno-2017/527953,Other Red Blends,Spain,{},0.0,0,566,1,0,0,0,0,0,0,0.0,20.99,20-50,
2507,Chateau de Campuget 1753 Grenache 2015,/product/chateau-de-campuget-1753-grenache-2015/415951,Grenache,France,{},0.0,0,566,1,0,0,0,0,0,0,0.0,19.0,<20,
2507,CVNE Rosado 2017,/product/cvne-rosado-2017/420042,Rosé,Spain,{},0.0,0,566,0,0,0,0,0,0,0,0.0,14.99,<20,
2507,Mt. Difficulty Pinot Gris 2014,/product/mt-difficulty-pinot-gris-2014/150605,Pinot Gris/Grigio,New Zealand,{},0.0,0,566,0,1,0,0,0,0,1,0.0,24.99,20-50,
2507,Domaine Faiveley Gevrey-Chambertin Vieilles Vignes 2015,/product/domaine-faiveley-gevrey-chambertin-vieilles-vignes-2015/501258,Pinot Noir,France,{},0.0,0,566,1,0,0,0,0,0,0,0.0,54.99,50-100,
2507,Marichal Uruguay Gran Reserve A Tannat 2015,/product/marichal-uruguay-gran-reserve-a-tannat-2015/531440,Tannat,Uruguay,{},0.0,0,566,1,0,0,0,0,0,0,0.0,52.99,50-100,
2507,Black Sheep Finds Holus Bolus Syrah 2015,/product/black-sheep-finds-holus-bolus-syrah-2015/414622,Syrah/Shiraz,California,{},0.0,0,566,1,0,0,0,0,0,0,1.0,32.99,20-50,
2507,Douloufakis Dafnios Red 2017,/product/douloufakis-dafnios-red-2017/529708,Other Red Wine,Greece,{},0.0,0,566,1,0,0,0,0,1,0,0.0,18.99,<20,
2507,Seresin Leah Pinot Noir 2016,/product/seresin-leah-pinot-noir-2016/521046,Pinot Noir,New Zealand,{},0.0,0,566,1,0,0,0,0,1,1,0.0,33.0,20-50,
2507,Sables d'Azur Rose 2018,/product/sables-dazur-rose-2018/526556,Rosé,France,{},0.0,0,566,0,0,0,0,0,0,0,0.0,15.99,<20,
2507,Babcock Estate Grown Sauvignon Blanc 2014,/product/babcock-estate-grown-sauvignon-blanc-2014/166387,Sauvignon Blanc,California,{},0.0,0,566,0,1,0,0,0,0,0,0.0,24.99,20-50,
2507,Herdade do Rocim Amphora Branco 2014,/product/herdade-do-rocim-amphora-branco-2014/164546,Other White Blends,Portugal,{},0.0,0,567,0,1,0,0,0,0,0,0.0,15.99,<20,
2507,Domaine Fellot Beaujolais Blanc 2018,/product/domaine-fellot-beaujolais-blanc-2018/525445,Chardonnay,France,{},0.0,0,567,0,1,0,0,0,0,0,0.0,13.99,<20,
2507,Marques de Riscal Blanco Rueda 2018,/product/marques-de-riscal-blanco-rueda-2018/521906,Verdejo,Spain,{},0.0,0,567,0,1,0,0,0,0,0,0.0,9.99,<20,
2507,Condado de Haza Ribera del Duero Gran Reserva 2006,/product/condado-de-haza-ribera-del-duero-gran-reserva-2006/309400,Tempranillo,Spain,{},0.0,0,567,1,0,0,0,0,0,0,0.0,94.99,50-100,
2507,Ferraton Pere & Fils Samorens Rouge 2014,/product/ferraton-pere-and-fils-samorens-rouge-2014/163232,Rhone Red Blends,France,{},0.0,0,567,1,0,0,0,0,0,0,0.0,13.99,<20,
2507,Undurraga Terroir Hunter Pinot Noir 2014,/product/undurraga-terroir-hunter-pinot-noir-2014/355687,Pinot Noir,Chile,{},0.0,0,567,1,0,0,0,0,0,1,0.0,29.99,20-50,
2507,Tellus Chardonnay 2017,/product/tellus-chardonnay-2017/509304,Chardonnay,Italy,{},0.0,0,567,0,1,0,0,0,0,0,0.0,16.99,<20,
2507,Piccini Chianti Classico 2011,/product/piccini-chianti-classico-2011/153930,Sangiovese,Italy,{},0.0,0,567,1,0,0,0,0,0,0,0.0,14.98,<20,
2507,Collet Brut,/product/collet-brut/163381,Non-Vintage Sparkling Wine,France,{},0.0,0,567,0,0,1,0,0,0,0,0.0,50.0,20-50,
2507,Falernia Pinot Noir Reserva 2013,/product/falernia-pinot-noir-reserva-2013/145764,Pinot Noir,Chile,{},0.0,0,567,1,0,0,0,0,0,1,0.0,15.99,<20,
2507,Clarksburg Wine Company Petite Sirah 2012,/product/clarksburg-wine-company-petite-sirah-2012/161212,Petite Sirah,California,{},0.0,0,567,1,0,0,0,0,0,0,0.0,27.0,20-50,
2507,Domaine Faiveley Meursault 2015,/product/domaine-faiveley-meursault-2015/349486,Chardonnay,France,{},0.0,0,567,0,1,0,0,0,0,0,0.0,74.99,50-100,
2507,Georges Vernay Cote-Rotie Maison Rouge 2016,/product/georges-vernay-cote-rotie-maison-rouge-2016/527778,Syrah/Shiraz,France,{},0.0,0,567,1,0,0,1,0,1,0,1.0,159.99,100+,
2507,Hedges Family Estate Red Mountain 2014,/product/hedges-family-estate-red-mountain-2014/405560,Bordeaux Red Blends,Washington,{},0.0,0,567,1,0,0,0,0,0,0,0.0,28.99,20-50,
2507,Beckmen Estate Sauvignon Blanc 2016,/product/beckmen-estate-sauvignon-blanc-2016/183119,Sauvignon Blanc,California,{},0.0,0,567,0,1,0,0,0,1,0,0.0,18.99,<20,
2507,Apaltagua Reserva Malbec 2018,/product/apaltagua-reserva-malbec-2018/531432,Malbec,Chile,{},0.0,0,568,1,0,0,0,0,0,0,0.0,11.99,<20,
2507,Lincourt Steel Chardonnay 2015,/product/lincourt-steel-chardonnay-2015/516994,Chardonnay,California,{},0.0,0,568,0,1,0,0,0,0,0,0.0,18.99,<20,
2507,Lavau Tavel Rose 2017,/product/lavau-tavel-rose-2017/485211,Rosé,France,{},0.0,0,568,0,0,0,0,0,0,0,0.0,15.99,<20,
2507,Urban Legend Cellars Gioia Locale 2014,/product/urban-legend-cellars-gioia-locale-2014/431123,Other Red Blends,California,{},0.0,0,568,1,0,0,0,0,1,0,1.0,33.99,20-50,
2507,Purple Hands Holstein Vineyard Pinot Noir 2017,/product/purple-hands-holstein-vineyard-pinot-noir-2017/521491,Pinot Noir,Oregon,{},0.0,0,568,1,0,0,0,0,0,0,1.0,55.0,50-100,
2507,Dancing Coyote Albarino 2017,/product/dancing-coyote-albarino-2017/485097,Albarino,California,{},0.0,0,568,0,1,0,0,0,0,1,0.0,14.99,<20,
2507,Wind Gap Sun Chase Pinot Noir 2012,/product/wind-gap-sun-chase-pinot-noir-2012/141929,Pinot Noir,California,{},0.0,0,568,1,0,0,0,0,0,0,1.0,60.0,50-100,
2507,Villa Medoro Montepulciano d'Abruzzo Rosso del Duco 2012,/product/villa-medoro-montepulciano-dabruzzo-rosso-del-duco-2012/379756,Montepulciano,Italy,{},0.0,0,568,1,0,0,0,0,0,0,0.0,25.99,20-50,
2507,Joseph Drouhin Echezeaux Grand Cru 2014,/product/joseph-drouhin-echezeaux-grand-cru-2014/166574,Pinot Noir,France,{},0.0,0,568,1,0,0,0,0,1,0,0.0,289.99,100+,
2507,Bodegas Tradicion Fino Viejo,/product/bodegas-tradicion-fino-viejo/264267,Sherry,Spain,{},0.0,0,568,0,0,0,0,0,0,0,0.0,44.99,20-50,
2507,Gaia 14-18h Agiorgitiko Rose 2017,/product/gaia-14-18h-agiorgitiko-rose-2017/493753,Rosé,Greece,{},0.0,0,568,0,0,0,0,0,0,1,0.0,17.99,<20,
2507,Sauvion Sancerre 2018,/product/sauvion-sancerre-2018/526701,Sauvignon Blanc,France,{},0.0,0,568,0,1,0,0,0,0,0,0.0,36.99,20-50,
2507,Jacob's Creek Reserve Cabernet Sauvignon 2017,/product/jacobs-creek-reserve-cabernet-sauvignon-2017/518857,Cabernet Sauvignon,Australia,{},0.0,0,568,1,0,0,0,0,0,0,0.0,11.99,<20,
2507,Philippe Livera Gevrey-Chambertin Evocelles 2016,/product/philippe-livera-gevrey-chambertin-evocelles-2016/524817,Pinot Noir,France,{},0.0,0,568,1,0,0,0,0,0,0,0.0,72.99,50-100,
2507,Bodegas Izadi Rioja Blanco 2015,/product/bodegas-izadi-rioja-blanco-2015/267251,Other White Blends,Spain,{},0.0,0,569,0,1,0,0,0,0,0,0.0,17.99,<20,
2507,Paoletti Non Plus Ultra 2009,/product/paoletti-non-plus-ultra-2009/145521,Bordeaux Red Blends,California,{},0.0,0,569,1,0,0,0,0,0,0,0.0,59.0,50-100,
2507,Bodegas Peique Godello 2014,/product/bodegas-peique-godello-2014/161423,Godello,Spain,{},0.0,0,569,0,1,0,0,0,0,0,0.0,20.99,20-50,
2507,Domaine Emile Beyer Pinot Gris Tradition 2017,/product/domaine-emile-beyer-pinot-gris-tradition-2017/520145,Pinot Gris/Grigio,France,{},0.0,0,569,0,1,0,0,0,0,0,0.0,21.99,20-50,
2507,Santa Rita Medalla Real Cabernet Sauvignon 2015,/product/santa-rita-medalla-real-cabernet-sauvignon-2015/507803,Cabernet Sauvignon,Chile,{},0.0,0,569,1,0,0,0,0,0,0,0.0,18.0,<20,
2507,Louis Latour Marsannay Blanc 2014,/product/louis-latour-marsannay-blanc-2014/516656,Chardonnay,France,{},0.0,0,569,0,1,0,0,0,0,0,0.0,26.99,20-50,
2507,Domaine Ponsot Chapelle-Chambertin Grand Cru 2009,/product/domaine-ponsot-chapelle-chambertin-grand-cru-2009/373535,Pinot Noir,France,{},0.0,0,569,1,0,0,1,0,0,0,1.0,419.97,100+,
2507,Marjan Simcic Opoka Sauvignon Blanc 2015,/product/marjan-simcic-opoka-sauvignon-blanc-2015/393929,Sauvignon Blanc,Slovenia,{},0.0,0,569,0,1,0,0,0,0,0,0.0,54.99,50-100,
2507,Clos de Trias Ventoux Rouge 2013,/product/clos-de-trias-ventoux-rouge-2013/519093,Rhone Red Blends,France,{},0.0,0,569,1,0,0,0,0,1,0,0.0,19.99,<20,
2507,Matchbook Tinto Rey 2011,/product/matchbook-tinto-rey-2011/140672,Other Red Blends,California,{},3.8,5,569,1,0,0,0,0,0,0,0.0,17.0,<20,
2507,Angove Family Winemakers Family Crest Shiraz 2016,/product/angove-family-winemakers-family-crest-shiraz-2016/417476,Syrah/Shiraz,Australia,{},0.0,0,569,1,0,0,0,0,0,0,0.0,19.99,<20,
2507,Pierre Gobillard Rose Brut,/product/pierre-gobillard-rose-brut/138164,Rosé Sparkling Wine,France,{},0.0,0,569,0,0,1,0,0,0,0,0.0,49.99,20-50,
2507,Angove Family Winemakers Family Crest Chardonnay 2017,/product/angove-family-winemakers-family-crest-chardonnay-2017/514377,Chardonnay,Australia,{},0.0,0,569,0,1,0,0,0,0,1,0.0,19.99,<20,
2507,Dom. Vincent Delaporte Sancerre Silex 2017,/product/dom-vincent-delaporte-sancerre-silex-2017/512224,Sauvignon Blanc,France,{},0.0,0,570,0,1,0,0,0,0,0,0.0,32.99,20-50,
2507,Commanderie de la Bargemone Coteaux d'Aix en Provence Rose 2017,/product/commanderie-de-la-bargemone-coteaux-daix-en-provence-rose-2017/410463,Rosé,France,{},3.4,8,570,0,0,0,0,0,0,0,0.0,16.99,<20,
2507,Domaine Chaume-Arnaud Cotes du Rhone Le Petit Coquet 2016,/product/domaine-chaume-arnaud-cotes-du-rhone-le-petit-coquet-2016/319707,Rhone Red Blends,France,{},0.0,0,570,1,0,0,0,0,1,0,0.0,14.99,<20,
2507,Wairau River Pinot Noir 2015,/product/wairau-river-pinot-noir-2015/203618,Pinot Noir,New Zealand,{},0.0,0,570,1,0,0,0,0,0,1,0.0,21.0,20-50,
2507,Bokisch Vineyards Terra Alta Vineyard Clements Hills Albarino 2018,/product/bokisch-vineyards-terra-alta-vineyard-clements-hills-albarino-2018/528215,Albarino,California,{},0.0,0,570,0,1,0,0,0,1,0,0.0,17.99,<20,
2507,Jean-Maurice Raffault Chinon Les Galuches 2017,/product/jean-maurice-raffault-chinon-les-galuches-2017/519222,Cabernet Franc,France,{},0.0,0,570,1,0,0,0,0,0,0,0.0,13.99,<20,
2507,McIntyre Santa Lucia Highlands Chardonnay 2016,/product/mcintyre-santa-lucia-highlands-chardonnay-2016/490001,Chardonnay,California,{},0.0,0,570,0,1,0,0,0,0,0,1.0,25.99,20-50,
2507,Domaine Rimauresq Cotes de Provence Rose Cru Classe 2018,/product/domaine-rimauresq-cotes-de-provence-rose-cru-classe-2018/523678,Rosé,France,{},0.0,0,570,0,0,0,0,0,0,0,0.0,21.99,20-50,
2507,Ramey Diamond Mountain District Red 2003,/product/ramey-diamond-mountain-district-red-2003/390548,Bordeaux Red Blends,California,{},0.0,0,570,1,0,0,1,0,0,0,0.0,74.97,50-100,
2507,Chalone Estate Pinot Blanc 2013,/product/chalone-estate-pinot-blanc-2013/365221,Pinot Blanc,California,{},0.0,0,570,0,1,0,0,0,0,0,1.0,32.99,20-50,
2507,Perticaia Montefalco Rosso 2015,/product/perticaia-montefalco-rosso-2015/485487,Tuscan Blends,Italy,{},0.0,0,570,1,0,0,0,0,0,0,0.0,21.99,20-50,
2507,Dancing Coyote Petite Sirah 2016,/product/dancing-coyote-petite-sirah-2016/509565,Petite Sirah,California,{},0.0,0,570,1,0,0,0,0,0,0,0.0,15.99,<20,
2507,Ben Haines Wine Co B Minor GSM 2015,/product/ben-haines-wine-co-b-minor-gsm-2015/291155,Rhone Red Blends,Australia,{},0.0,0,570,1,0,0,0,0,0,0,0.0,27.99,20-50,
2507,Veramonte Chardonnay 2015,/product/veramonte-chardonnay-2015/158958,Chardonnay,Chile,{},0.0,0,570,0,1,0,0,0,0,1,0.0,14.99,<20,
2507,Schloss Gobelsburg Gobelsburger Riesling 2015,/product/schloss-gobelsburg-gobelsburger-riesling-2015/519338,Riesling,Austria,{},0.0,0,570,0,1,0,0,0,0,0,0.0,19.99,<20,
2507,Tenuta Trerose Salterio Rosso di Montepulciano 2016,/product/tenuta-trerose-salterio-rosso-di-montepulciano-2016/508987,Sangiovese,Italy,{},0.0,0,571,1,0,0,0,0,0,0,0.0,19.99,<20,
2507,Pesquera Reserva 2013,/product/pesquera-reserva-2013/523777,Tempranillo,Spain,{},0.0,0,571,1,0,0,0,0,0,0,0.0,52.99,50-100,
2507,Brander Merlot 2017,/product/brander-merlot-2017/520956,Merlot,California,{},0.0,0,571,1,0,0,0,0,0,1,1.0,21.99,20-50,
2507,Vincent Girardin Santenay Les Gravieres Premier Cru 2016,/product/vincent-girardin-santenay-les-gravieres-premier-cru-2016/521444,Pinot Noir,France,{},0.0,0,571,1,0,0,0,0,0,0,0.0,49.99,20-50,
2507,Ferraton Pere & Fils Plan de Dieu Cotes du Rhone Villages 2016,/product/ferraton-pere-and-fils-plan-de-dieu-cotes-du-rhone-villages-2016/521581,Rhone Red Blends,France,{},0.0,0,571,1,0,0,0,0,0,0,0.0,19.99,<20,
2507,Sauvion Vouvray 2018,/product/sauvion-vouvray-2018/527346,Chenin Blanc,France,{},0.0,0,571,0,1,0,0,0,0,0,0.0,12.99,<20,
2507,Meyer-Fonne Cremant d'Alsace,/product/meyer-fonne-cremant-dalsace/3845,Non-Vintage Sparkling Wine,France,{},0.0,0,571,0,0,1,0,0,0,0,0.0,24.99,20-50,
2507,Ancient Peaks Paso Robles Cabernet Sauvignon 2015,/product/ancient-peaks-paso-robles-cabernet-sauvignon-2015/288129,Cabernet Sauvignon,California,{},3.6,8,571,1,0,0,0,0,1,0,0.0,22.0,20-50,
2507,San Giovanni Il Valtenesi Rosso 2013,/product/san-giovanni-il-valtenesi-rosso-2013/153886,Other Red Blends,Italy,{},0.0,0,571,1,0,0,0,0,0,0,0.0,23.98,20-50,
2507,Urban Legend Cellars Cooper Ranch Barbera 2015,/product/urban-legend-cellars-cooper-ranch-barbera-2015/431122,Barbera,California,{},0.0,0,571,1,0,0,0,0,0,0,1.0,33.99,20-50,
2507,Domaine Philippe Gilbert Menetou-Salon Blanc 2017,/product/domaine-philippe-gilbert-menetou-salon-blanc-2017/521172,Sauvignon Blanc,France,{},0.0,0,571,0,1,0,0,0,0,0,0.0,29.99,20-50,
2507,Alexander Valley Vineyards Pinot Noir 2017,/product/alexander-valley-vineyards-pinot-noir-2017/527987,Pinot Noir,California,{},0.0,0,571,1,0,0,0,0,0,0,0.0,27.99,20-50,
2507,Domaine Emile Beyer Pinot Blanc Tradition 2014,/product/domaine-emile-beyer-pinot-blanc-tradition-2014/148269,Pinot Blanc,France,{},0.0,0,571,0,1,0,0,0,0,0,0.0,20.99,20-50,
2507,Chanson Pere & Fils Meursault Charmes Premier Cru 2012,/product/chanson-pere-and-fils-meursault-charmes-premier-cru-2012/203289,Chardonnay,France,{},0.0,0,571,0,1,0,1,0,0,0,0.0,139.99,100+,
2507,Joseph Drouhin Macon Lugny 2013,/product/joseph-drouhin-macon-lugny-2013/254285,Chardonnay,France,{},0.0,0,571,0,1,0,0,0,1,0,0.0,16.99,<20,
2507,Cinnabar Santa Cruz Mountains Chardonnay 2014,/product/cinnabar-santa-cruz-mountains-chardonnay-2014/159513,Chardonnay,California,{},0.0,0,572,0,1,0,0,0,0,0,0.0,28.0,20-50,
2507,Bedrock Wine Company Hudson Vineyard South T'n'S Blocks Syrah 2013,/product/bedrock-wine-company-hudson-vineyard-south-tns-blocks-syrah-2013/172077,Syrah/Shiraz,California,{},0.0,0,572,1,0,0,0,0,0,0,1.0,89.97,50-100,
2507,Vino Noceto Sangiovese 2016,/product/vino-noceto-sangiovese-2016/518439,Sangiovese,California,{},0.0,0,572,1,0,0,0,0,0,0,0.0,24.99,20-50,
2507,Carmel Selected Mediterranean Red Blend 2016,/product/carmel-selected-mediterranean-red-blend-2016/519842,Other Red Blends,Israel,{},0.0,0,572,1,0,0,0,0,0,0,0.0,12.99,<20,
2507,Cascina Fontana Barolo 2014,/product/cascina-fontana-barolo-2014/525302,Nebbiolo,Italy,{},0.0,0,572,1,0,0,0,0,0,0,0.0,59.99,50-100,
2507,Jean-Claude Boisset Ladoix Hautes Mourottes Premier Cru 2014,/product/jean-claude-boisset-ladoix-hautes-mourottes-premier-cru-2014/205562,Pinot Noir,France,{},0.0,0,572,1,0,0,0,0,0,0,0.0,35.99,20-50,
2507,Matias Santa Lucia Highlands Rosella's Vineyard Pinot Noir 2015,/product/matias-santa-lucia-highlands-rosellas-vineyard-pinot-noir-2015/427182,Pinot Noir,California,{},0.0,0,572,1,0,0,0,0,0,0,1.0,45.99,20-50,
2507,Mercer Estates Chardonnay 2015,/product/mercer-estates-chardonnay-2015/177199,Chardonnay,Washington,{},0.0,0,572,0,1,0,0,0,0,1,0.0,15.98,<20,
2507,Zuccardi Q Chardonnay 2016,/product/zuccardi-q-chardonnay-2016/510865,Chardonnay,Argentina,{},0.0,0,572,0,1,0,0,0,0,0,0.0,20.0,<20,
2507,Santa Barbara Winery Reserve Chardonnay 2016,/product/santa-barbara-winery-reserve-chardonnay-2016/498091,Chardonnay,California,{},0.0,0,572,0,1,0,0,0,0,0,0.0,24.99,20-50,
2507,Angove Family Winemakers Warboys Vineyard Shiraz 2015,/product/angove-family-winemakers-warboys-vineyard-shiraz-2015/207204,Syrah/Shiraz,Australia,{},0.0,0,572,1,0,0,0,0,1,1,1.0,59.99,50-100,
2507,Simi Landslide Vineyard Cabernet Sauvignon 2015,/product/simi-landslide-vineyard-cabernet-sauvignon-2015/515775,Cabernet Sauvignon,California,{},0.0,0,573,1,0,0,0,0,0,0,0.0,42.99,20-50,
2507,Georges Vernay Cote-Rotie Blonde du Seigneur 2014,/product/georges-vernay-cote-rotie-blonde-du-seigneur-2014/223696,Syrah/Shiraz,France,{},0.0,0,573,1,0,0,1,0,1,0,1.0,89.99,50-100,
2507,Tamber Bey Deux Chevaux Vineyard Cabernet Sauvignon 2016,/product/tamber-bey-deux-chevaux-vineyard-cabernet-sauvignon-2016/508896,Bordeaux Red Blends,California,{},0.0,0,573,1,0,0,0,0,0,0,0.0,61.99,50-100,
2507,Schug Carneros Estate Grown Pinot Noir 2016,/product/schug-carneros-estate-grown-pinot-noir-2016/517573,Pinot Noir,California,{},0.0,0,573,1,0,0,0,0,0,0,1.0,51.99,50-100,
2507,Savage Grace Wines Underwood Mountain Vineyards Gruner Veltliner 2017,/product/savage-grace-wines-underwood-mountain-vineyards-gruner-veltliner-2017/433132,Gruner Veltliner,Washington,{},0.0,0,573,0,1,0,0,0,0,0,1.0,21.99,20-50,
2507,Bigonneau Reuilly Blanc 2018,/product/bigonneau-reuilly-blanc-2018/525988,Sauvignon Blanc,France,{},0.0,0,573,0,1,0,0,0,0,0,0.0,15.99,<20,
2507,Moss Roxx Reserve Cabernet Sauvignon 2016,/product/moss-roxx-reserve-cabernet-sauvignon-2016/508364,Cabernet Sauvignon,California,{},0.0,0,573,1,0,0,0,0,0,0,0.0,19.99,<20,
2507,Susana Balbo Signature Rose 2018,/product/susana-balbo-signature-rose-2018/519696,Rosé,Argentina,{},0.0,0,573,0,0,0,0,0,0,0,0.0,25.0,20-50,
2507,Domaine Faiveley Chambolle-Musigny 2015,/product/domaine-faiveley-chambolle-musigny-2015/349471,Pinot Noir,France,{},0.0,0,573,1,0,0,0,0,1,0,0.0,89.99,50-100,
2507,Chateau de Gaudou Grande Lignee 2014,/product/chateau-de-gaudou-grande-lignee-2014/211685,Other Red Blends,France,{},0.0,0,573,1,0,0,0,0,0,0,0.0,13.99,<20,
2507,Menage a Trois Zinfandel 2017,/product/menage-a-trois-zinfandel-2017/523757,Zinfandel,California,{},0.0,0,573,1,0,0,0,0,0,0,0.0,12.99,<20,
2507,Cerulli Spinozzi Cortalto Pecorino 2015,/product/cerulli-spinozzi-cortalto-pecorino-2015/296232,Other White Wine,Italy,{},0.0,0,573,0,1,0,0,0,0,0,0.0,21.99,20-50,
2507,Domaine de Cristia Ventoux Haut-Zone 2015,/product/domaine-de-cristia-ventoux-haut-zone-2015/359967,Rhone Red Blends,France,{},0.0,0,573,1,0,0,0,0,0,0,0.0,10.99,<20,
2507,J. Lohr Fog's Reach Pinot Noir 2014,/product/j-lohr-fogs-reach-pinot-noir-2014/211000,Pinot Noir,California,{},0.0,0,573,1,0,0,0,0,1,0,0.0,32.99,20-50,
2507,Pezzi King Dry Creek Zinfandel 2016,/product/pezzi-king-dry-creek-zinfandel-2016/493734,Zinfandel,California,{},0.0,0,573,1,0,0,0,0,0,0,0.0,24.99,20-50,
2507,Bravium Wiley Vineyard Pinot Noir Blanc Steel Tank Aged 2014,/product/bravium-wiley-vineyard-pinot-noir-blanc-steel-tank-aged-2014/223728,Other White Wine,California,{},0.0,0,573,0,1,0,0,0,0,0,1.0,49.0,20-50,
2507,Saint Cosme D'Orange Les Deux Albions Blanc 2018,/product/saint-cosme-dorange-les-deux-albions-blanc-2018/531961,Rhone White Blends,France,{},0.0,0,574,0,1,0,0,0,0,0,0.0,22.99,20-50,
2507,Urban Legend Cellars Teroldego 2016,/product/urban-legend-cellars-teroldego-2016/431105,Other Red Wine,California,{},0.0,0,574,1,0,0,0,0,1,0,1.0,29.99,20-50,
2507,Domaine de Beaurenard Rasteau Cotes du Rhone Villages 2016,/product/domaine-de-beaurenard-rasteau-cotes-du-rhone-villages-2016/365186,Rhone Red Blends,France,{},0.0,0,574,1,0,0,0,0,1,0,0.0,20.99,20-50,
