,name,url,varietal,origin,rating_dict,avg_rating,rating_count,page,red,white,sparking,collectible,giftable,green,screwcap,boutique,price,price_bins,description
2507,Bernardus Santa Lucia Highlands Pinot Noir 2016,/product/bernardus-santa-lucia-highlands-pinot-noir-2016/515414,Pinot Noir,California,{},0.0,0,574,1,0,0,0,0,0,1,0.0,23.99,20-50,
2507,Matias Rosella's Vineyard Chardonnay 2015,/product/matias-rosellas-vineyard-chardonnay-2015/426951,Chardonnay,California,{},0.0,0,574,0,1,0,0,0,0,0,1.0,39.99,20-50,
2507,Curran Tempranillo 2016,/product/curran-tempranillo-2016/507824,Tempranillo,California,{},0.0,0,574,1,0,0,0,0,1,0,0.0,38.0,20-50,
2507,Azul y Garanza Tempranillo 2017,/product/azul-y-garanza-tempranillo-2017/524866,Tempranillo,Spain,{},0.0,0,574,1,0,0,0,0,1,0,0.0,13.99,<20,
2507,Siglo Crianza 2017,/product/siglo-crianza-2017/524487,Tempranillo,Spain,{},0.0,0,574,1,0,0,0,0,0,0,0.0,14.99,<20,
2507,Vignobles Brunier Megaphone Rouge 2017,/product/vignobles-brunier-megaphone-rouge-2017/522807,Rhone Red Blends,France,{},0.0,0,574,1,0,0,0,0,0,0,0.0,24.99,20-50,
2507,Wolfberger Cremant d'Alsace Brut Rose,/product/wolfberger-cremant-dalsace-brut-rose/143388,Rosé,France,{},0.0,0,575,0,0,0,0,0,0,0,0.0,23.99,20-50,
2507,Vina Robles Chardonnay 2015,/product/vina-robles-chardonnay-2015/175790,Chardonnay,California,{},0.0,0,575,0,1,0,0,0,0,0,0.0,15.99,<20,
2507,Elk Cove Goodrich Vineyard Pinot Noir 2016,/product/elk-cove-goodrich-vineyard-pinot-noir-2016/515571,Pinot Noir,Oregon,{},0.0,0,575,1,0,0,0,0,0,0,0.0,47.99,20-50,
2507,Chateau Vincens L'Instant Malbec 2015,/product/chateau-vincens-linstant-malbec-2015/354364,Malbec,France,{},0.0,0,575,1,0,0,0,0,1,0,0.0,14.99,<20,
2507,Caraccioli Cellars Santa Lucia Highlands Estate Pinot Noir 2012,/product/caraccioli-cellars-santa-lucia-highlands-estate-pinot-noir-2012/163745,Pinot Noir,California,{},0.0,0,575,1,0,0,0,0,0,0,0.0,46.99,20-50,
2507,Azul y Garanza Viura 2016,/product/azul-y-garanza-viura-2016/524854,Other White Wine,Spain,{},0.0,0,575,0,1,0,0,0,0,0,0.0,13.99,<20,
2507,Caraccioli Cellars Santa Lucia Highlands Estate Chardonnay 2012,/product/caraccioli-cellars-santa-lucia-highlands-estate-chardonnay-2012/163746,Chardonnay,California,{},0.0,0,575,0,1,0,0,0,0,0,0.0,32.99,20-50,
2507,Telmo Rodriguez Lanzaga Rioja 2010,/product/telmo-rodriguez-lanzaga-rioja-2010/121749,Tempranillo,Spain,{},0.0,0,575,1,0,0,0,0,0,0,0.0,38.99,20-50,
2507,Portalupi Shake Ridge Ranch Zinfandel 2016,/product/portalupi-shake-ridge-ranch-zinfandel-2016/522350,Zinfandel,California,{},0.0,0,575,1,0,0,0,0,0,0,0.0,38.0,20-50,
2507,Meo-Camuzet Pommard 2016,/product/meo-camuzet-pommard-2016/518488,Pinot Noir,France,{},0.0,0,575,1,0,0,1,0,0,0,0.0,89.99,50-100,
2507,Deovlet Zotovich Vineyard Chardonnay 2015,/product/deovlet-zotovich-vineyard-chardonnay-2015/368397,Chardonnay,California,{'V': '94'},0.0,0,575,0,1,0,0,0,0,0,0.0,44.99,20-50,
2507,Heritiers du Comte Lafon Macon-Uchizy Les Maranches 2016,/product/heritiers-du-comte-lafon-macon-uchizy-les-maranches-2016/512993,Chardonnay,France,{'WS': '91'},0.0,0,575,0,1,0,0,0,0,0,0.0,35.99,20-50,
2507,Bolla Amarone 2011,/product/bolla-amarone-2011/152978,Other Red Blends,Italy,{'WE': '90'},4.5,8,575,1,0,0,0,0,0,0,0.0,49.99,20-50,
2507,Schrader Beckstoffer To Kalon Cabernet Sauvignon 2016,/product/schrader-beckstoffer-to-kalon-cabernet-sauvignon-2016/517498,Cabernet Sauvignon,California,"{'JD': '99', 'RP': '98'}",0.0,0,575,1,0,0,1,0,0,0,1.0,399.97,100+,
2507,Schrader Beckstoffer To Kalon Cabernet Sauvignon 2012,/product/schrader-beckstoffer-to-kalon-cabernet-sauvignon-2012/137653,Cabernet Sauvignon,California,"{'RP': '98', 'WS': '96'}",0.0,0,575,1,0,0,1,0,0,0,1.0,399.97,100+,
2507,Myriad Cellars Beckstoffer Dr. Crane Elysian Reserve 2016,/product/myriad-cellars-beckstoffer-dr-crane-elysian-reserve-2016/524564,Cabernet Sauvignon,California,"{'RP': '100', 'JD': '97'}",0.0,0,575,1,0,0,1,0,0,0,1.0,399.97,100+,
2507,Skylark Las Aves 2013,/product/skylark-las-aves-2013/166177,Other Red Blends,California,{'RP': '90'},0.0,0,576,1,0,0,0,0,0,0,0.0,29.99,20-50,
2507,Red Car Sonoma Coast Pinot Noir 2013,/product/red-car-sonoma-coast-pinot-noir-2013/150467,Pinot Noir,California,{'WE': '91'},0.0,0,576,1,0,0,0,0,0,0,1.0,45.0,20-50,
2507,Cobb Wines Coastlands Vineyard 1906 Block Pommard Pinot Noir 2012,/product/cobb-wines-coastlands-vineyard-1906-block-pommard-pinot-noir-2012/327569,Pinot Noir,California,{'W&S': '93'},0.0,0,576,1,0,0,1,0,0,0,1.0,80.0,50-100,
2507,Chateau de Chamirey Mercurey Blanc En Pierrelet 2015,/product/chateau-de-chamirey-mercurey-blanc-en-pierrelet-2015/406929,Chardonnay,France,"{'WS': '90', 'WE': '90'}",0.0,0,576,0,1,0,0,0,0,0,1.0,54.0,50-100,
2507,Louis Latour Nuits-St-Georges 2016,/product/louis-latour-nuits-st-georges-2016/523872,Pinot Noir,France,{'JS': '92'},0.0,0,576,1,0,0,0,0,0,0,1.0,79.99,50-100,
2507,Phelps Creek Wines Chardonnay 2016,/product/phelps-creek-wines-chardonnay-2016/512662,Chardonnay,Oregon,{'WW': '91'},0.0,0,576,0,1,0,0,0,0,0,0.0,21.99,20-50,
2507,Bethel Heights Estate Grown Chardonnay 2015,/product/bethel-heights-estate-grown-chardonnay-2015/522869,Chardonnay,Oregon,"{'WE': '93', 'JS': '91'}",0.0,0,576,0,1,0,0,0,1,0,0.0,29.99,20-50,
2507,Mitolo G.A.M. 2010,/product/mitolo-gam-2010/127266,Syrah/Shiraz,Australia,"{'RP': '92', 'WS': '91'}",0.0,0,576,1,0,0,0,0,0,1,0.0,55.0,50-100,
2507,Archery Summit Dundee Hills Pinot Noir 2016,/product/archery-summit-dundee-hills-pinot-noir-2016/430633,Pinot Noir,Oregon,"{'JS': '92', 'WW': '91'}",0.0,0,576,1,0,0,0,0,1,0,0.0,64.99,50-100,
2507,Craggy Range Winery Te Muna Road Vineyard Pinot Noir 2013,/product/craggy-range-winery-te-muna-road-vineyard-pinot-noir-2013/161737,Pinot Noir,New Zealand,"{'WS': '92', 'WE': '91', 'RP': '90', 'BH': '90'}",0.0,0,576,1,0,0,0,0,1,1,0.0,47.99,20-50,
2507,Simonsig Kaapse Vonkel Brut Rose 2015,/product/simonsig-kaapse-vonkel-brut-rose-2015/321817,Rosé Sparkling Wine,South Africa,{'WW': '90'},0.0,0,576,0,0,1,0,0,0,0,0.0,25.99,20-50,
2507,Buglioni Il Bugiardo Classico Superiore Ripasso 2013,/product/buglioni-il-bugiardo-classico-superiore-ripasso-2013/359292,Other Red Blends,Italy,{'JS': '91'},0.0,0,576,1,0,0,0,0,0,0,0.0,28.99,20-50,
2507,Melville Estate Chardonnay 2014,/product/melville-estate-chardonnay-2014/159005,Chardonnay,California,{'WE': '90'},0.0,0,576,0,1,0,0,0,0,0,0.0,27.99,20-50,
2507,Catena Zapata Adrianna White Stones Chardonnay 2015,/product/catena-zapata-adrianna-white-stones-chardonnay-2015/421588,Chardonnay,Argentina,"{'JS': '95', 'W&S': '94'}",0.0,0,576,0,1,0,0,0,0,0,0.0,120.0,100+,
2507,William Fevre Chablis Vaudesir Domaine Grand Cru 2016,/product/william-fevre-chablis-vaudesir-domaine-grand-cru-2016/500649,Chardonnay,France,"{'TA': '95', 'RP': '93', 'BH': '92', 'D': '91'}",0.0,0,576,0,1,0,1,0,0,0,0.0,110.0,100+,
2507,Patrick Piuze Chablis Valmur Grand Cru 2016,/product/patrick-piuze-chablis-valmur-grand-cru-2016/370136,Chardonnay,France,"{'RP': '94', 'D': '93', 'BH': '92'}",0.0,0,576,0,1,0,0,0,0,0,0.0,99.99,50-100,
2507,J. Moreau & Fils Chablis Valmur Grand Cru 2016,/product/j-moreau-and-fils-chablis-valmur-grand-cru-2016/513259,Chardonnay,France,{'JS': '94'},0.0,0,576,0,1,0,0,0,0,0,0.0,99.99,50-100,
2507,McIntyre Estate Block 3 Pinot Noir 2013,/product/mcintyre-estate-block-3-pinot-noir-2013/146575,Pinot Noir,California,{'WE': '91'},0.0,0,577,1,0,0,0,0,0,0,1.0,50.0,20-50,
2507,Banfi L'Ardi Dolcetto d'Acqui 2014,/product/banfi-lardi-dolcetto-dacqui-2014/174933,Dolcetto,Italy,{'WW': '89'},0.0,0,577,1,0,0,0,0,0,0,0.0,14.99,<20,
2507,Moss Wood Semillon 2017,/product/moss-wood-semillon-2017/521074,Semillon,Australia,{'JS': '93'},0.0,0,577,0,1,0,0,0,0,1,0.0,31.99,20-50,
2507,Spy Valley Envoy Johnson Vineyard Sauvignon Blanc 2015,/product/spy-valley-envoy-johnson-vineyard-sauvignon-blanc-2015/348705,Sauvignon Blanc,New Zealand,"{'RP': '92', 'D': '90'}",0.0,0,577,0,1,0,0,0,0,1,0.0,31.99,20-50,
2507,The Hilt Vanguard Chardonnay 2014,/product/the-hilt-vanguard-chardonnay-2014/239359,Chardonnay,California,{'RP': '94'},0.0,0,577,0,1,0,0,0,0,0,1.0,64.99,50-100,
2507,Domaine Combier Crozes-Hermitage Clos des Grives 2016,/product/domaine-combier-crozes-hermitage-clos-des-grives-2016/519280,Rhone Red Blends,France,"{'JS': '93', 'RP': '92'}",0.0,0,577,1,0,0,0,0,1,0,0.0,52.99,50-100,
2507,Nickel & Nickel Quarry Vineyard Cabernet Sauvignon 2016,/product/nickel-and-nickel-quarry-vineyard-cabernet-sauvignon-2016/517983,Cabernet Sauvignon,California,{'WW': '94'},0.0,0,577,1,0,0,1,0,0,0,0.0,125.0,100+,
2507,Terredora di Paolo Fatica Contadina Taurasi 2012,/product/terredora-di-paolo-fatica-contadina-taurasi-2012/507811,Aglianico,Italy,"{'WS': '92', 'WE': '91', 'D': '90'}",0.0,0,577,1,0,0,0,0,0,0,0.0,36.99,20-50,
2507,Tenuta Sette Cieli NOI4 2014,/product/tenuta-sette-cieli-noi4-2014/507331,Bordeaux Red Blends,Italy,{'WS': '92'},0.0,0,577,1,0,0,0,0,0,0,0.0,48.99,20-50,
2507,Pellegrini Olivet Lane Vineyard Chardonnay 2015,/product/pellegrini-olivet-lane-vineyard-chardonnay-2015/520987,Chardonnay,California,{'WE': '93'},0.0,0,577,0,1,0,0,0,0,0,0.0,47.99,20-50,
2507,Tenuta di Ghizzano Nambrot 2015,/product/tenuta-di-ghizzano-nambrot-2015/509312,Bordeaux Red Blends,Italy,{'V': '92'},0.0,0,577,1,0,0,0,0,1,0,0.0,39.99,20-50,
2507,Williams Selyem Papera Vineyard Zinfandel 2013,/product/williams-selyem-papera-vineyard-zinfandel-2013/142471,Zinfandel,California,"{'WE': '94', 'RP': '91'}",0.0,0,577,1,0,0,1,0,0,0,1.0,108.99,100+,
2507,Dutton-Goldfield Dutton Ranch Chardonnay 2015,/product/dutton-goldfield-dutton-ranch-chardonnay-2015/244129,Chardonnay,California,"{'W&S': '92', 'WE': '90'}",0.0,0,577,0,1,0,0,0,0,0,0.0,39.99,20-50,
2507,Ramey Russian River Chardonnay 2015,/product/ramey-russian-river-chardonnay-2015/501582,Chardonnay,California,"{'JD': '92', 'RP': '90'}",0.0,0,577,0,1,0,0,0,0,0,0.0,41.99,20-50,
2507,MacPhail Pratt Vineyard Pinot Noir 2011,/product/macphail-pratt-vineyard-pinot-noir-2011/132823,Pinot Noir,California,"{'WE': '92', 'TP': '91'}",0.0,0,577,1,0,0,0,0,0,0,0.0,49.99,20-50,
2507,Taylor Fladgate Late Bottled Vintage Port 2013,/product/taylor-fladgate-late-bottled-vintage-port-2013/516057,Port,Portugal,"{'WS': '91', 'RP': '90'}",0.0,0,578,0,0,0,0,0,0,0,0.0,26.99,20-50,
2507,Fattoria di Basciano Chianti Rufina 2015,/product/fattoria-di-basciano-chianti-rufina-2015/362110,Sangiovese,Italy,{'WS': '89'},0.0,0,578,1,0,0,0,0,0,0,0.0,13.99,<20,
2507,Louis Latour Chassagne-Montrachet Morgeot Premier Cru 2017,/product/louis-latour-chassagne-montrachet-morgeot-premier-cru-2017/532140,Chardonnay,France,"{'JS': '93', 'WS': '91'}",0.0,0,578,0,1,0,0,0,0,0,0.0,79.99,50-100,
2507,The Chook Shiraz-Viognier 2013,/product/the-chook-shiraz-viognier-2013/134810,Syrah/Shiraz,Australia,{'WS': '91'},0.0,0,578,1,0,0,0,0,0,1,0.0,19.99,<20,
2507,Lost Blues High Horse Grenache 2014,/product/lost-blues-high-horse-grenache-2014/350451,Grenache,California,{'WW': '91'},0.0,0,578,1,0,0,0,0,0,0,1.0,41.99,20-50,
2507,Domaine Zafeirakis Malagousia 2017,/product/domaine-zafeirakis-malagousia-2017/512301,Other White Wine,Greece,{'W&S': '90'},0.0,0,578,0,1,0,0,0,1,0,0.0,17.99,<20,
2507,BenMarco Cabernet Sauvignon 2012,/product/benmarco-cabernet-sauvignon-2012/128101,Cabernet Sauvignon,Argentina,{},0.0,0,578,1,0,0,0,0,0,0,0.0,20.0,<20,
2507,Norton Brut Rose,/product/norton-brut-rose/161035,Rosé Sparkling Wine,Argentina,{},0.0,0,578,0,0,1,0,0,0,0,0.0,15.99,<20,
2507,Ruca Malen Terroir Series Petit Verdot 2013,/product/ruca-malen-terroir-series-petit-verdot-2013/160217,Petit Verdot,Argentina,{},3.9,8,578,1,0,0,0,0,0,0,0.0,20.99,20-50,
2507,Rapido Prosecco Brut,/product/rapido-prosecco-brut/144753,Non-Vintage Sparkling Wine,Italy,{},0.0,0,578,0,0,1,0,0,0,0,0.0,12.99,<20,
2507,Hartford Dina's Vineyard Zinfandel 2013,/product/hartford-dinas-vineyard-zinfandel-2013/162628,Zinfandel,California,{},0.0,0,578,1,0,0,0,0,0,0,1.0,60.0,50-100,
2507,Pali Wine Co Bluffs Pinot Noir 2016,/product/pali-wine-co-bluffs-pinot-noir-2016/300395,Pinot Noir,California,{},0.0,0,579,1,0,0,0,0,0,1,1.0,23.99,20-50,
2507,Bodegas Renacer Punto Final Gran Cabernet Franc 2014,/product/bodegas-renacer-punto-final-gran-cabernet-franc-2014/434768,Cabernet Franc,Argentina,{},0.0,0,579,1,0,0,0,0,0,0,0.0,19.99,<20,
2507,Valentin Bianchi Malbec 2016,/product/valentin-bianchi-malbec-2016/418032,Malbec,Argentina,{},0.0,0,579,1,0,0,0,0,0,0,0.0,15.99,<20,
2507,Michael Pozzan Russian River Valley Pinot Noir 2014,/product/michael-pozzan-russian-river-valley-pinot-noir-2014/170577,Pinot Noir,California,{},0.0,0,579,1,0,0,0,0,0,0,0.0,19.99,<20,
2507,Cecchi Chianti 2014,/product/cecchi-chianti-2014/148387,Sangiovese,Italy,{},0.0,0,579,1,0,0,0,0,0,0,0.0,13.99,<20,
2507,Dry Creek Vineyard DCV Estate Block 10 Chardonnay 2014,/product/dry-creek-vineyard-dcv-estate-block-10-chardonnay-2014/157761,Chardonnay,California,{},0.0,0,579,0,1,0,0,0,0,0,0.0,32.99,20-50,
2507,Domaine Laroche Chablis Saint Martin 2018,/product/domaine-laroche-chablis-saint-martin-2018/521762,Chardonnay,France,{},0.0,0,579,0,1,0,0,0,0,0,0.0,32.0,20-50,
2507,Alta Vista Classic Cabernet Sauvignon 2016,/product/alta-vista-classic-cabernet-sauvignon-2016/497749,Cabernet Sauvignon,Argentina,{},0.0,0,579,1,0,0,0,0,0,0,0.0,13.99,<20,
2507,Merry Edwards Meredith Estate Pinot Noir 2015,/product/merry-edwards-meredith-estate-pinot-noir-2015/364472,Pinot Noir,California,{},0.0,0,579,1,0,0,0,0,0,0,0.0,89.99,50-100,
2507,Martinelli Terra Felice Syrah 2016,/product/martinelli-terra-felice-syrah-2016/507772,Syrah/Shiraz,California,{},0.0,0,579,1,0,0,0,0,0,0,0.0,36.99,20-50,
2507,L10 by Valentin Bianchi Malbec 2017,/product/l10-by-valentin-bianchi-malbec-2017/430993,Malbec,Argentina,{},0.0,0,580,1,0,0,0,0,0,0,0.0,12.99,<20,
2507,Simonnet-Febvre Chablis 2012,/product/simonnet-febvre-chablis-2012/127747,Chardonnay,France,{},0.0,0,580,0,1,0,0,0,0,0,0.0,23.99,20-50,
2507,Christian Moreau Chablis 2016,/product/christian-moreau-chablis-2016/370082,Chardonnay,France,{},0.0,0,580,0,1,0,0,0,1,0,0.0,33.0,20-50,
2507,La Crema Russian River Pinot Noir 2016,/product/la-crema-russian-river-pinot-noir-2016/520111,Pinot Noir,California,{},0.0,0,580,1,0,0,0,0,0,0,0.0,32.99,20-50,
2507,Girard Chardonnay 2014,/product/girard-chardonnay-2014/160446,Chardonnay,California,{},0.0,0,580,0,1,0,0,0,0,0,0.0,27.0,20-50,
2507,Chasseur Russian River Valley Chardonnay 2016,/product/chasseur-russian-river-valley-chardonnay-2016/526665,Chardonnay,California,{},0.0,0,580,0,1,0,0,0,0,0,0.0,39.99,20-50,
2507,Santa Julia Plus Cabernet Sauvignon 2015,/product/santa-julia-plus-cabernet-sauvignon-2015/159166,Cabernet Sauvignon,Argentina,{},0.0,0,580,1,0,0,0,0,1,1,0.0,10.99,<20,
2507,Crios de Susana Balbo Rose of Malbec 2017,/product/crios-de-susana-balbo-rose-of-malbec-2017/319735,Rosé,Argentina,{},3.6,28,580,0,0,0,0,0,0,1,0.0,15.0,<20,
2507,Cep Hopkins Ranch Sauvignon Blanc 2016,/product/cep-hopkins-ranch-sauvignon-blanc-2016/180701,Sauvignon Blanc,California,{},0.0,0,580,0,1,0,0,0,0,0,0.0,22.99,20-50,
2507,Piccini Chianti 2015,/product/piccini-chianti-2015/166549,Sangiovese,Italy,{},3.1,8,580,1,0,0,0,0,0,0,0.0,10.99,<20,
2507,Geyser Peak River Ranches Sauvignon Blanc 2016,/product/geyser-peak-river-ranches-sauvignon-blanc-2016/512717,Sauvignon Blanc,California,{},0.0,0,580,0,1,0,0,0,0,1,0.0,18.99,<20,
2507,Ruca Malen Yauquen Bonarda 2014,/product/ruca-malen-yauquen-bonarda-2014/145941,Bonarda,Argentina,{},0.0,0,580,1,0,0,0,0,0,0,0.0,14.99,<20,
2507,Domaine Vincent Dampt Chablis 2015,/product/domaine-vincent-dampt-chablis-2015/233629,Chardonnay,France,{},0.0,0,580,0,1,0,0,0,1,0,0.0,25.99,20-50,
2507,Jax Vineyards Dutton Ranch Chardonnay 2017,/product/jax-vineyards-dutton-ranch-chardonnay-2017/513458,Chardonnay,California,{},0.0,0,580,0,1,0,0,0,0,0,0.0,46.99,20-50,
2507,Domaine Francois Raveneau Chablis Montee de Tonnerre Premier Cru 2015,/product/domaine-francois-raveneau-chablis-montee-de-tonnerre-premier-cru-2015/417460,Chardonnay,France,{},0.0,0,580,0,1,0,1,0,0,0,1.0,374.97,100+,
2507,Bodega Calle Alberti 154 Malbec 2016,/product/bodega-calle-alberti-154-malbec-2016/513950,Malbec,Argentina,{},0.0,0,581,1,0,0,0,0,0,0,0.0,17.99,<20,
2507,Luigi Bosca Chardonnay 2018,/product/luigi-bosca-chardonnay-2018/530520,Chardonnay,Argentina,{},0.0,0,581,0,1,0,0,0,0,0,0.0,19.99,<20,
2507,Santa Julia Brut Rose,/product/santa-julia-brut-rose/137348,Rosé Sparkling Wine,Argentina,{},3.7,12,581,0,0,1,0,0,0,0,0.0,13.0,<20,
2507,Pezzi King Chardonnay 2014,/product/pezzi-king-chardonnay-2014/391649,Chardonnay,California,{},0.0,0,581,0,1,0,0,0,0,0,1.0,26.99,20-50,
2507,Weinert Estate Malbec 2006,/product/weinert-estate-malbec-2006/524443,Malbec,Argentina,{},0.0,0,581,1,0,0,0,0,0,0,0.0,28.99,20-50,
2507,Vocoret Chablis Montee de Tonnerre Premier Cru 2014,/product/vocoret-chablis-montee-de-tonnerre-premier-cru-2014/160918,Chardonnay,France,{},0.0,0,581,0,1,0,0,0,0,0,0.0,49.99,20-50,
2507,Kenwood Six Ridges Pinot Noir 2017,/product/kenwood-six-ridges-pinot-noir-2017/529183,Pinot Noir,California,{},0.0,0,581,1,0,0,0,0,0,0,0.0,26.99,20-50,
2507,Geyser Peak River Ranches Sauvignon Blanc 2014,/product/geyser-peak-river-ranches-sauvignon-blanc-2014/177451,Sauvignon Blanc,California,{},0.0,0,581,0,1,0,0,0,0,1,0.0,21.99,20-50,
2507,Pascual Toso Reserve Cabernet Sauvignon 2012,/product/pascual-toso-reserve-cabernet-sauvignon-2012/377474,Cabernet Sauvignon,Argentina,{},0.0,0,581,1,0,0,0,0,0,0,0.0,25.0,20-50,
2507,Maipe Malbec 2018,/product/maipe-malbec-2018/523577,Malbec,Argentina,{},0.0,0,581,1,0,0,0,0,0,0,0.0,13.99,<20,
2507,Francis Ford Coppola Director's Cut Russian River Valley Pinot Noir 2016,/product/francis-ford-coppola-directors-cut-russian-river-valley-pinot-noir-2016/354857,Pinot Noir,California,{},0.0,0,581,1,0,0,0,0,0,0,0.0,27.0,20-50,
2507,Santa Julia Plus Torrontes 2015,/product/santa-julia-plus-torrontes-2015/154945,Torrontes,Argentina,{},0.0,0,581,0,1,0,0,0,0,1,0.0,10.99,<20,
2507,Valentin Bianchi Cabernet Sauvignon 2013,/product/valentin-bianchi-cabernet-sauvignon-2013/190521,Cabernet Sauvignon,Argentina,{},0.0,0,581,1,0,0,0,0,0,0,0.0,16.0,<20,
2507,Foppiano Estate Zinfandel 2011,/product/foppiano-estate-zinfandel-2011/163018,Zinfandel,California,{},0.0,0,581,1,0,0,0,0,0,0,0.0,15.99,<20,
2507,Nino Franco Grave di Stecca Prosecco 2010,/product/nino-franco-grave-di-stecca-prosecco-2010/128098,Vintage Sparkling Wine,Italy,{},0.0,0,582,0,0,1,0,0,0,0,0.0,49.99,20-50,
2507,Joseph Jewell Russian River Valley Pinot Noir 2014,/product/joseph-jewell-russian-river-valley-pinot-noir-2014/421993,Pinot Noir,California,{},0.0,0,582,1,0,0,0,0,0,0,0.0,37.99,20-50,
2507,J. Moreau & Fils Chablis Vaillons Premier Cru 2013,/product/j-moreau-and-fils-chablis-vaillons-premier-cru-2013/211771,Chardonnay,France,{},0.0,0,582,0,1,0,0,0,0,0,0.0,31.99,20-50,
2507,Vocoret Chablis Montee de Tonnerre Premier Cru 2016,/product/vocoret-chablis-montee-de-tonnerre-premier-cru-2016/485114,Chardonnay,France,{},0.0,0,582,0,1,0,0,0,0,0,0.0,49.99,20-50,
2507,Martinelli Vigneto di Evo Zinfandel 2015,/product/martinelli-vigneto-di-evo-zinfandel-2015/354299,Zinfandel,California,{},0.0,0,582,1,0,0,0,0,0,0,1.0,38.99,20-50,
2507,William Fevre Chablis Champs Royaux 2018,/product/william-fevre-chablis-champs-royaux-2018/529706,Chardonnay,France,{},0.0,0,582,0,1,0,0,0,0,0,0.0,28.99,20-50,
2507,Regnard Grand Chablis 2015,/product/regnard-grand-chablis-2015/523500,Chardonnay,France,{},0.0,0,582,0,1,0,0,0,0,0,0.0,36.99,20-50,
2507,Septima Malbec 2017,/product/septima-malbec-2017/511794,Malbec,Argentina,{},0.0,0,582,1,0,0,0,0,0,0,0.0,12.99,<20,
2507,Lamadrid Cabernet Sauvignon Reserva 2014,/product/lamadrid-cabernet-sauvignon-reserva-2014/508575,Cabernet Sauvignon,Argentina,{},0.0,0,582,1,0,0,0,0,0,0,0.0,19.99,<20,
2507,Folonari Chianti 2016,/product/folonari-chianti-2016/348757,Sangiovese,Italy,{},3.8,20,582,1,0,0,0,0,0,0,0.0,10.99,<20,
2507,Pellegrini Pinot Noir 2015,/product/pellegrini-pinot-noir-2015/388336,Pinot Noir,California,{},0.0,0,582,1,0,0,0,0,0,0,0.0,29.99,20-50,
2507,Foppiano Russian River Sauvignon Blanc 2013,/product/foppiano-russian-river-sauvignon-blanc-2013/136675,Sauvignon Blanc,California,{},0.0,0,582,0,1,0,0,0,0,1,0.0,19.99,<20,
2507,Maipe Torrontes 2016,/product/maipe-torrontes-2016/166361,Torrontes,Argentina,{},0.0,0,582,0,1,0,0,0,0,1,0.0,10.99,<20,
2507,Balletto Winery Brut Rose 2013,/product/balletto-winery-brut-rose-2013/524282,Rosé Sparkling Wine,California,{},0.0,0,582,0,0,1,0,0,0,0,0.0,44.99,20-50,
2507,Santa Julia Plus Cabernet Sauvignon 2018,/product/santa-julia-plus-cabernet-sauvignon-2018/519892,Cabernet Sauvignon,Argentina,{},0.0,0,582,1,0,0,0,0,1,1,0.0,9.99,<20,
2507,Henri Costal Chablis Les Truffieres 2017,/product/henri-costal-chablis-les-truffieres-2017/522480,Chardonnay,France,{},0.0,0,582,0,1,0,0,0,1,0,0.0,29.99,20-50,
2507,Pizzolato Prosecco Fields Brut,/product/pizzolato-prosecco-fields-brut/420411,Non-Vintage Sparkling Wine,Italy,{},0.0,0,582,0,0,1,0,0,1,0,0.0,12.99,<20,
2507,Catena Appellation San Carlos Cabernet Sauvignon 2014,/product/catena-appellation-san-carlos-cabernet-sauvignon-2014/521567,Cabernet Sauvignon,Argentina,{},0.0,0,582,1,0,0,0,0,0,0,0.0,23.99,20-50,
2507,J. Moreau & Fils Chablis Montmains Premier Cru 2014,/product/j-moreau-and-fils-chablis-montmains-premier-cru-2014/203693,Chardonnay,France,{},0.0,0,583,0,1,0,0,0,0,0,0.0,36.99,20-50,
2507,Badia a Coltibuono Cetamura Chianti 2017,/product/badia-a-coltibuono-cetamura-chianti-2017/522550,Sangiovese,Italy,{},0.0,0,583,1,0,0,0,0,0,0,0.0,12.99,<20,
2507,Apaltagua Costero Extra Brut,/product/apaltagua-costero-extra-brut/144101,Non-Vintage Sparkling Wine,Chile,{},0.0,0,583,0,0,1,0,0,0,0,0.0,24.99,20-50,
2507,Louis Jadot Chablis Vaudesir Grand Cru 2016,/product/louis-jadot-chablis-vaudesir-grand-cru-2016/498144,Chardonnay,France,{},0.0,0,583,0,1,0,0,0,0,0,0.0,104.99,100+,
2507,Armida Russian River Sauvignon Blanc 2017,/product/armida-russian-river-sauvignon-blanc-2017/494786,Sauvignon Blanc,California,{},0.0,0,583,0,1,0,0,0,0,0,1.0,28.0,20-50,
2507,Poggiotondo Chianti Superiore 2008,/product/poggiotondo-chianti-superiore-2008/126644,Sangiovese,Italy,{},0.0,0,583,1,0,0,0,0,1,0,0.0,20.0,<20,
2507,Saint Hilaire Limoux Blanc de Blanc Brut 2017,/product/saint-hilaire-limoux-blanc-de-blanc-brut-2017/430761,Vintage Sparkling Wine,France,{},0.0,0,583,0,0,1,0,0,0,0,0.0,13.99,<20,
2507,Louis Jadot Chablis Fourchaume Premier Cru 2015,/product/louis-jadot-chablis-fourchaume-premier-cru-2015/348729,Chardonnay,France,{},0.0,0,583,0,1,0,0,0,0,0,0.0,52.0,50-100,
